avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
3.667,0.683,0.033,0.167,0.2,3.417,0.049,0.833,0.067,-1.0,-1.0,0.861,benign
2.667,0.633,0.511,1.769,0.289,2.192,0.807,0.423,0.033,0.054,0.065,0.814,Defacement
2.0,0.205,0.051,0.083,0.615,0.333,0.25,0.542,0.051,0.667,-1.0,0.757,phishing
3.0,0.876,0.821,8.207,0.1,8.759,0.937,0.897,0.11,0.129,0.135,0.745,Defacement
5.8,0.55,0.033,0.1,0.333,1.65,0.061,0.45,0.0,0.0,-1.0,0.838,phishing
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.524,0.047,0.07,0.085,0.775,Defacement
5.571,0.692,0.031,0.154,0.2,3.462,0.044,0.462,0.354,-1.0,-1.0,0.818,malware
8.846,0.836,0.013,0.111,0.118,7.056,0.016,0.5,0.171,0.222,-1.0,0.82,spam
7.143,0.747,0.027,0.167,0.16,4.667,0.036,0.5,0.307,0.81,-1.0,0.75,malware
3.75,0.216,0.023,0.032,0.705,0.307,0.105,0.194,0.034,0.6,-1.0,0.689,phishing
5.0,0.857,0.686,7.385,0.093,9.231,0.8,0.769,0.2,0.252,0.292,0.958,benign
6.25,0.622,0.044,0.2,0.222,2.8,0.071,0.5,0.0,0.0,-1.0,0.88,spam
2.667,0.745,0.637,3.421,0.186,4.0,0.855,0.526,0.069,0.093,0.108,0.758,Defacement
5.143,0.703,0.017,0.069,0.24,2.931,0.024,0.31,0.165,1.0,-1.0,0.808,spam
4.067,0.735,0.02,0.1,0.196,3.75,0.027,0.65,0.01,0.0,-1.0,0.821,phishing
2.667,0.27,0.054,0.1,0.541,0.5,0.2,0.6,0.135,0.111,-1.0,0.783,phishing
3.6,0.81,0.612,4.733,0.129,6.267,0.755,0.667,0.198,0.261,0.382,0.898,spam
6.222,0.784,0.113,0.786,0.144,5.429,0.145,0.286,0.072,0.136,0.273,0.709,Defacement
6.25,0.845,0.62,6.154,0.101,8.385,0.734,0.769,0.209,0.287,0.338,0.958,benign
1.0,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0.0,0.0,0.77,malware
5.2,0.744,0.024,0.143,0.171,4.357,0.033,0.786,0.049,0.121,-1.0,0.925,malware
3.667,0.771,0.576,3.192,0.181,4.269,0.748,0.5,0.208,0.531,0.07,0.791,spam
4.177,0.939,0.007,0.2,0.036,26.3,0.008,0.7,0.025,0.0,-1.0,1.0,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.1,0.286,-1.0,0.917,phishing
3.2,0.72,0.44,2.357,0.187,3.857,0.611,0.714,0.08,0.0,0.0,0.747,malware
5.167,0.764,0.25,1.8,0.139,5.5,0.327,0.5,0.056,0.103,0.222,0.88,spam
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
3.2,0.746,0.105,0.7,0.149,5.0,0.14,0.5,0.105,0.0,0.0,0.88,spam
2.75,0.697,0.528,2.35,0.225,3.1,0.758,0.7,0.045,0.07,0.085,0.783,Defacement
2.8,0.798,0.596,4.667,0.128,6.25,0.747,0.5,0.053,0.076,0.089,0.843,Defacement
4.182,0.767,0.027,0.2,0.137,5.6,0.036,0.7,0.151,0.225,-1.0,1.0,benign
5.0,0.681,0.029,0.133,0.217,3.133,0.043,0.8,0.073,0.109,-1.0,0.898,benign
2.667,0.674,0.558,2.208,0.253,2.667,0.828,0.583,0.032,0.048,0.057,0.773,Defacement
3.25,0.467,0.089,0.235,0.378,1.235,0.191,0.588,0.022,0.063,0.25,0.788,Defacement
3.0,0.514,0.054,0.182,0.297,1.727,0.105,0.727,0.0,0.0,-1.0,0.895,Defacement
29.0,0.851,0.014,0.143,0.099,8.571,0.017,0.357,0.156,0.178,-1.0,0.836,phishing
2.75,0.769,0.604,3.929,0.154,5.0,0.786,0.429,0.044,0.062,0.073,0.798,Defacement
13.5,0.87,0.473,5.75,0.082,10.583,0.543,0.75,0.247,0.305,0.116,0.861,benign
2.667,0.856,0.773,8.5,0.091,9.417,0.903,0.75,0.03,0.036,0.039,0.843,Defacement
5.0,0.681,0.029,0.133,0.217,3.133,0.043,0.8,0.203,0.0,-1.0,0.748,phishing
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0.0,-1.0,0.892,malware
2.5,0.738,0.475,2.714,0.175,4.214,0.644,0.5,0.25,0.444,0.526,0.836,malware
4.0,0.75,0.472,2.55,0.185,4.05,0.63,0.75,0.25,0.4,0.51,0.766,spam
5.462,0.849,0.02,0.25,0.081,10.5,0.024,0.875,0.131,-1.0,-1.0,0.917,benign
5.8,0.761,0.023,0.143,0.159,4.786,0.03,0.786,0.011,0.016,-1.0,0.925,malware
4.2,0.51,0.041,0.118,0.347,1.471,0.08,0.353,0.204,0.444,-1.0,0.788,spam
3.0,0.63,0.37,1.7,0.217,2.9,0.586,1.0,0.174,0.071,0.118,0.88,Defacement
3.091,0.595,0.027,0.087,0.311,1.913,0.046,0.565,0.041,0.0,-1.0,0.786,malware
4.294,0.824,0.019,0.167,0.111,7.417,0.023,0.75,0.13,-1.0,-1.0,0.954,benign
5.167,0.764,0.25,1.8,0.139,5.5,0.327,0.5,0.056,0.103,0.222,0.88,spam
3.667,0.768,0.57,3.115,0.183,4.192,0.743,0.5,0.218,0.575,0.073,0.791,spam
4.182,0.7,0.025,0.118,0.213,3.294,0.036,0.824,0.0,0.0,-1.0,0.827,Defacement
2.667,0.699,0.566,2.611,0.217,3.222,0.81,0.667,0.048,0.07,0.085,0.857,Defacement
1.0,0.681,0.609,2.8,0.217,3.133,0.894,0.733,0.101,0.0,0.0,0.77,malware
5.143,0.712,0.034,0.2,0.17,4.2,0.048,0.5,0.0,0.0,-1.0,0.88,spam
6.6,0.638,0.035,0.143,0.241,2.643,0.054,0.571,0.0,0.0,-1.0,0.925,benign
3.0,0.395,0.053,0.125,0.421,0.938,0.133,0.625,0.0,0.0,-1.0,0.863,phishing
5.125,0.632,0.026,0.095,0.276,2.286,0.042,0.714,0.013,0.0,-1.0,0.87,malware
3.75,0.674,0.467,1.87,0.25,2.696,0.694,0.652,0.174,0.226,0.279,0.87,spam
3.167,0.403,0.0,0.0,0.484,0.833,0.0,0.6,0.129,0.333,-1.0,0.807,phishing
8.25,0.718,0.019,0.091,0.214,3.364,0.027,0.5,0.126,0.406,-1.0,0.773,phishing
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.1,0.286,-1.0,0.917,phishing
3.0,0.357,0.048,0.1,0.476,0.75,0.133,0.85,0.0,0.0,-1.0,0.838,phishing
9.0,0.718,0.018,0.083,0.218,3.292,0.025,0.708,0.0,0.0,-1.0,0.805,phishing
5.444,0.731,0.026,0.143,0.18,4.071,0.035,0.786,0.09,1.0,-1.0,0.798,benign
2.5,0.927,0.88,17.6,0.05,18.533,0.95,0.667,0.173,0.191,0.197,0.864,spam
2.667,0.674,0.547,2.238,0.244,2.762,0.81,0.524,0.047,0.07,0.085,0.775,Defacement
3.824,0.794,0.02,0.143,0.137,5.786,0.025,0.786,0.078,0.0,-1.0,0.873,benign
4.0,0.529,0.137,0.412,0.333,1.588,0.259,0.471,0.02,0.056,0.143,0.816,Defacement
6.25,0.837,0.602,5.692,0.106,7.923,0.718,0.769,0.171,0.239,0.284,0.958,benign
4.75,0.634,0.028,0.105,0.268,2.368,0.044,0.474,0.042,0.0,-1.0,0.892,malware
3.0,0.843,0.694,7.5,0.093,9.1,0.824,0.7,0.037,0.047,0.053,0.797,benign
4.167,0.37,0.025,0.046,0.543,0.682,0.067,0.227,0.025,0.0,-1.0,0.751,phishing
5.0,0.663,0.025,0.1,0.25,2.65,0.038,0.6,0.013,0.0,-1.0,0.876,phishing
5.25,0.533,0.044,0.143,0.311,1.714,0.083,0.286,0.0,0.0,-1.0,0.709,Defacement
6.625,0.714,0.024,0.118,0.202,3.529,0.033,0.471,0.0,0.0,-1.0,0.816,Defacement
2.667,0.702,0.571,2.667,0.214,3.278,0.814,0.444,0.06,0.086,0.104,0.847,Defacement
1.0,0.768,0.716,4.533,0.158,4.867,0.932,0.533,0.053,0.015,0.015,0.817,malware
4.375,0.689,0.033,0.167,0.197,3.5,0.048,0.75,0.049,0.081,-1.0,1.0,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.0,0.0,-1.0,0.917,phishing
2.667,0.885,0.818,11.25,0.073,12.167,0.925,0.75,0.036,0.041,0.044,0.843,Defacement
5.6,0.485,0.029,0.071,0.412,1.179,0.061,0.75,0.0,0.0,-1.0,0.811,phishing
7.333,0.861,0.014,0.154,0.09,9.539,0.016,0.539,0.042,0.0,-1.0,0.875,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.075,0.214,-1.0,0.917,phishing
3.75,0.727,0.026,0.143,0.182,4.0,0.036,0.786,0.013,0.02,-1.0,0.925,malware
3.75,0.706,0.52,2.304,0.226,3.13,0.736,0.783,0.206,0.323,0.396,0.808,spam
2.909,0.671,0.057,0.25,0.229,2.938,0.085,0.688,0.1,0.0,0.0,0.844,spam
5.2,0.744,0.024,0.143,0.171,4.357,0.033,0.786,0.049,0.121,-1.0,0.925,malware
3.778,0.662,0.031,0.133,0.231,2.867,0.047,0.8,0.123,0.0,-1.0,0.898,malware
2.909,0.671,0.057,0.25,0.229,2.938,0.085,0.688,0.1,0.0,0.0,0.844,spam
3.222,0.696,0.018,0.1,0.179,3.9,0.026,0.5,0.054,0.0,0.0,0.88,spam
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
4.056,0.835,0.018,0.182,0.101,8.273,0.022,0.546,0.138,0.09,-1.0,0.895,benign
12.2,0.747,0.023,0.133,0.172,4.333,0.031,0.533,0.299,0.344,-1.0,0.851,malware
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.571,0.174,-1.0,0.4,0.723,malware
3.0,0.605,0.14,0.6,0.233,2.6,0.231,0.5,0.07,0.15,0.5,0.88,spam
3.5,0.395,0.047,0.077,0.605,0.654,0.118,0.731,0.0,0.0,-1.0,0.824,malware
7.8,0.8,0.326,2.583,0.126,6.333,0.408,0.5,0.042,0.125,0.129,0.907,benign
3.667,0.804,0.637,4.115,0.155,5.192,0.793,0.5,0.256,0.534,0.087,0.791,spam
3.667,0.511,0.2,0.6,0.333,1.533,0.391,0.333,0.067,0.136,0.333,0.735,Defacement
3.167,0.731,0.03,0.182,0.164,4.455,0.041,0.727,0.0,0.0,-1.0,0.895,benign
3.5,0.789,0.642,4.158,0.155,5.105,0.814,0.632,0.033,0.045,0.051,0.743,Defacement
3.667,0.406,0.063,0.167,0.375,1.083,0.154,0.583,0.031,0.0,-1.0,0.907,spam
4.2,0.693,0.347,1.625,0.213,3.25,0.5,0.563,0.027,0.049,0.077,0.75,malware
13.0,0.693,0.216,0.95,0.227,3.05,0.312,0.65,0.273,0.4,0.263,0.789,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.056,0.075,0.088,0.836,malware
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.353,0.087,0.444,-1.0,0.788,spam
4.5,0.871,0.014,0.182,0.079,11.0,0.017,0.546,0.108,0.065,-1.0,0.895,benign
2.667,0.768,0.657,4.063,0.162,4.75,0.855,0.625,0.04,0.053,0.062,0.895,Defacement
3.0,0.297,0.054,0.105,0.514,0.579,0.182,0.474,0.0,0.0,-1.0,0.808,Defacement
2.667,0.769,0.685,3.87,0.177,4.348,0.89,0.565,0.039,0.051,0.056,0.805,Defacement
10.25,0.795,0.018,0.125,0.143,5.563,0.023,0.875,0.196,0.5,-1.0,0.781,phishing
2.667,0.837,0.773,6.333,0.122,6.857,0.924,0.524,0.035,0.042,0.045,0.78,Defacement
1.333,0.207,0.069,0.125,0.552,0.375,0.333,0.375,0.0,0.0,-1.0,0.863,Defacement
5.4,0.608,0.039,0.154,0.255,2.385,0.065,0.769,0.0,0.0,-1.0,0.958,phishing
4.667,0.805,0.517,3.813,0.136,5.938,0.642,0.25,0.229,0.386,0.443,0.77,spam
3.6,0.764,0.023,0.143,0.157,4.857,0.029,0.786,0.09,0.0,-1.0,0.873,benign
3.0,0.773,0.56,4.2,0.133,5.8,0.724,0.7,0.067,0.096,0.119,0.797,benign
2.667,0.82,0.721,6.154,0.117,7.0,0.879,0.539,0.081,0.089,0.1,0.834,spam
3.111,0.785,0.022,0.154,0.14,5.615,0.027,0.769,0.086,-1.0,-1.0,0.901,malware
4.833,0.642,0.038,0.167,0.226,2.833,0.059,0.75,0.0,0.0,-1.0,0.89,benign
7.0,0.734,0.031,0.2,0.156,4.7,0.043,0.4,0.0,0.0,-1.0,0.797,benign
2.667,0.656,0.533,2.0,0.267,2.458,0.814,0.583,0.056,0.086,0.104,0.823,Defacement
3.6,0.796,0.583,4.2,0.139,5.733,0.733,0.667,0.204,0.275,0.382,0.898,spam
2.667,0.771,0.678,4.0,0.17,4.55,0.879,0.45,0.203,-1.0,-1.0,0.867,Defacement
2.667,0.785,0.7,4.333,0.162,4.857,0.892,0.524,0.069,0.089,0.099,0.75,Defacement
3.143,0.766,0.524,2.955,0.177,4.318,0.684,0.773,0.307,0.47,0.477,0.801,spam
4.875,0.675,0.108,0.45,0.241,2.8,0.161,0.35,0.036,0.273,0.222,0.789,malware
2.5,0.972,0.954,49.6,0.019,50.533,0.982,0.667,0.167,0.173,0.175,0.864,spam
8.091,0.839,0.017,0.167,0.102,8.25,0.02,0.5,0.22,-1.0,-1.0,0.721,malware
5.5,0.729,0.029,0.167,0.171,4.25,0.039,0.75,0.1,1.0,-1.0,0.861,benign
3.0,0.341,0.046,0.091,0.5,0.682,0.133,0.682,0.0,0.0,-1.0,0.801,phishing
3.75,0.753,0.519,3.231,0.161,4.692,0.689,0.769,0.21,0.283,0.333,0.86,malware
1.333,0.207,0.069,0.125,0.552,0.375,0.333,0.563,0.138,0.0,-1.0,0.82,Defacement
4.833,0.774,0.357,2.5,0.143,5.417,0.462,0.5,0.036,0.07,0.1,0.907,benign
4.2,0.804,0.571,4.267,0.134,6.0,0.711,0.667,0.188,0.25,0.357,0.898,spam
2.667,0.652,0.533,1.96,0.272,2.4,0.817,0.6,0.065,0.102,0.122,0.815,Defacement
2.0,0.539,0.452,1.13,0.4,1.348,0.839,0.326,0.13,0.17,0.173,0.741,malware
5.3,0.681,0.022,0.091,0.242,2.818,0.032,0.682,0.0,0.0,-1.0,0.801,malware
11.333,0.833,0.108,1.1,0.098,8.5,0.129,0.5,0.255,0.394,0.182,0.88,spam
3.6,0.796,0.583,4.2,0.139,5.733,0.733,0.667,0.232,0.313,0.436,0.898,spam
2.667,0.256,0.051,0.091,0.564,0.455,0.2,0.909,0.0,0.0,-1.0,0.776,phishing
2.667,0.785,0.667,4.769,0.14,5.615,0.849,0.539,0.086,0.097,0.113,0.834,spam
4.429,0.817,0.022,0.2,0.108,7.6,0.026,0.7,0.086,0.0,-1.0,0.94,benign
3.385,0.789,0.028,0.25,0.113,7.0,0.036,0.625,0.0,0.0,-1.0,0.917,benign
3.75,0.759,0.53,3.385,0.157,4.846,0.698,0.769,0.229,0.307,0.364,0.86,malware
13.5,0.864,0.45,5.25,0.086,10.083,0.521,0.75,0.214,0.268,0.064,0.861,benign
5.167,0.692,0.039,0.222,0.173,4.0,0.056,0.667,0.0,0.0,-1.0,0.86,benign
4.333,0.882,0.788,10.308,0.077,11.539,0.893,0.769,0.147,0.168,0.187,0.86,malware
3.0,0.827,0.701,5.933,0.118,7.0,0.848,0.333,0.055,0.071,0.079,0.804,Defacement
2.667,0.702,0.571,2.667,0.214,3.278,0.814,0.333,0.024,0.035,0.042,0.857,Defacement
3.75,0.783,0.576,4.077,0.141,5.539,0.736,0.539,0.011,0.0,0.0,0.719,phishing
2.667,0.664,0.558,2.071,0.269,2.464,0.841,0.429,0.029,0.044,0.052,0.73,Defacement
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
3.333,0.482,0.037,0.095,0.389,1.238,0.077,0.667,0.0,0.0,-1.0,0.779,phishing
6.5,0.763,0.375,2.5,0.15,5.083,0.492,0.5,0.038,0.097,0.1,0.907,benign
4.429,0.529,0.029,0.077,0.371,1.423,0.054,0.462,0.014,0.0,-1.0,0.785,malware
4.25,0.455,0.046,0.118,0.386,1.177,0.1,0.588,0.091,0.286,-1.0,0.845,phishing
7.0,0.933,0.647,16.3,0.04,23.5,0.694,0.8,0.091,0.029,0.031,0.88,phishing
4.5,0.42,0.04,0.091,0.44,0.955,0.095,0.682,0.04,1.0,-1.0,0.87,phishing
4.917,0.826,0.023,0.25,0.093,8.875,0.028,0.625,0.023,0.036,-1.0,0.917,benign
3.0,0.841,0.692,7.4,0.094,9.0,0.822,0.7,0.047,0.06,0.068,0.797,benign
16.667,0.802,0.015,0.105,0.145,5.526,0.019,0.526,0.405,0.426,-1.0,0.808,spam
4.333,0.628,0.039,0.167,0.235,2.667,0.063,0.75,0.0,0.0,-1.0,0.907,benign
4.286,0.813,0.022,0.2,0.11,7.4,0.027,0.7,0.088,0.0,-1.0,0.94,benign
5.818,0.813,0.022,0.2,0.11,7.4,0.027,0.7,0.33,-1.0,-1.0,0.94,benign
4.571,0.717,0.038,0.25,0.151,4.75,0.053,0.625,0.0,0.0,-1.0,0.917,benign
4.5,0.717,0.033,0.2,0.167,4.3,0.047,0.5,0.0,0.0,-1.0,0.88,spam
4.0,0.69,0.035,0.182,0.19,3.636,0.05,0.727,0.138,0.0,-1.0,0.947,benign
2.667,0.715,0.626,2.75,0.228,3.143,0.875,0.321,0.155,0.207,0.234,0.814,spam
2.909,0.671,0.057,0.25,0.229,2.938,0.085,0.688,0.114,0.0,0.0,0.844,spam
9.429,0.753,0.021,0.118,0.175,4.294,0.027,0.824,0.0,0.0,-1.0,0.788,phishing
4.75,0.805,0.018,0.133,0.133,6.067,0.022,0.8,0.053,0.0,-1.0,0.932,benign
3.8,0.426,0.037,0.083,0.444,0.958,0.087,0.708,0.0,0.0,-1.0,0.816,phishing
2.667,0.781,0.684,4.333,0.158,4.944,0.876,0.667,0.211,0.273,0.308,0.857,Defacement
4.833,0.607,0.036,0.133,0.268,2.267,0.059,0.6,0.0,0.0,-1.0,0.817,benign
4.0,0.593,0.254,0.882,0.288,2.059,0.429,0.706,0.085,0.172,0.333,0.845,spam
3.667,0.525,0.295,0.818,0.361,1.455,0.563,0.318,0.131,0.194,0.333,0.801,spam
3.5,0.683,0.397,1.923,0.206,3.308,0.581,0.539,0.111,0.143,0.24,0.834,spam
4.571,0.785,0.489,3.0,0.163,4.818,0.623,0.773,0.193,0.373,0.379,0.801,spam
4.2,0.817,0.6,4.8,0.125,6.533,0.735,0.667,0.217,0.283,0.429,0.898,spam
4.833,0.756,0.367,2.2,0.167,4.533,0.485,0.733,0.078,0.0,0.0,0.77,malware
3.75,0.808,0.682,4.682,0.146,5.546,0.844,0.773,0.199,0.259,0.282,0.801,spam
2.667,0.772,0.533,3.5,0.152,5.071,0.69,0.5,0.217,0.351,0.408,0.836,malware
2.5,0.975,0.959,56.267,0.017,57.2,0.984,0.667,0.166,0.171,0.173,0.864,spam
4.133,0.784,0.021,0.143,0.144,5.429,0.026,0.786,0.083,0.0,-1.0,0.873,benign
4.667,0.83,0.578,4.875,0.119,7.0,0.696,0.25,0.23,0.356,0.397,0.77,spam
4.571,0.654,0.173,0.667,0.259,2.524,0.264,0.857,0.074,0.115,0.0,0.87,benign
5.0,0.673,0.039,0.222,0.173,3.889,0.057,0.667,0.039,0.0,-1.0,1.0,benign
2.5,0.975,0.959,56.0,0.017,56.933,0.984,0.667,0.159,0.164,0.166,0.864,spam
4.5,0.761,0.028,0.2,0.141,5.4,0.037,0.5,0.014,0.0,-1.0,0.88,spam
3.0,0.84,0.689,7.3,0.094,8.9,0.82,0.7,0.038,0.048,0.055,0.797,benign
5.4,0.615,0.039,0.154,0.25,2.462,0.063,0.769,0.0,0.0,-1.0,0.917,benign
5.833,0.615,0.031,0.111,0.277,2.222,0.05,0.889,0.0,0.0,-1.0,0.787,malware
5.167,0.813,0.022,0.2,0.11,7.4,0.027,0.7,0.066,0.0,-1.0,0.94,benign
2.667,0.841,0.778,6.524,0.119,7.048,0.926,0.714,0.04,0.048,0.051,0.802,Defacement
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1.0,0.82,spam
3.4,0.776,0.57,3.588,0.159,4.882,0.735,0.588,0.224,0.312,0.393,0.845,Defacement
4.0,0.583,0.033,0.111,0.3,1.944,0.057,0.444,0.0,0.0,-1.0,0.92,phishing
3.6,0.478,0.044,0.118,0.37,1.294,0.091,0.412,0.044,1.0,-1.0,0.806,Defacement
3.389,0.796,0.02,0.154,0.133,6.0,0.026,0.846,0.061,-1.0,-1.0,0.875,benign
4.667,0.718,0.028,0.154,0.183,3.923,0.039,0.539,0.014,0.0,-1.0,0.917,phishing
1.333,0.182,0.061,0.1,0.606,0.3,0.333,0.7,0.0,0.0,-1.0,0.783,Defacement
4.0,0.588,0.039,0.143,0.275,2.143,0.067,0.786,0.0,0.0,-1.0,0.873,phishing
2.8,0.709,0.364,2.222,0.164,4.333,0.513,0.667,0.036,0.033,0.05,0.86,benign
3.417,0.667,0.026,0.105,0.244,2.737,0.039,0.421,0.282,0.0,-1.0,0.817,phishing
6.75,0.386,0.024,0.046,0.53,0.727,0.063,0.273,0.096,0.308,-1.0,0.687,malware
2.667,0.764,0.64,4.071,0.157,4.857,0.838,0.786,0.067,0.09,0.105,0.836,malware
2.667,0.723,0.614,2.952,0.208,3.476,0.849,0.524,0.03,0.042,0.048,0.78,Defacement
6.25,0.682,0.024,0.1,0.235,2.9,0.035,0.4,0.0,0.0,-1.0,0.789,phishing
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.125,0.357,-1.0,0.917,phishing
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1.0,0.82,spam
4.6,0.491,0.036,0.095,0.382,1.286,0.074,0.667,0.0,0.0,-1.0,0.84,phishing
4.167,0.37,0.025,0.046,0.543,0.682,0.067,0.227,0.037,0.0,-1.0,0.751,phishing
2.2,0.744,0.558,3.2,0.174,4.267,0.75,0.8,0.116,0.123,0.146,0.932,malware
2.0,0.429,0.143,0.353,0.405,1.059,0.333,0.588,0.071,0.177,0.5,0.845,Defacement
4.546,0.741,0.025,0.143,0.173,4.286,0.033,0.786,0.049,0.125,-1.0,0.925,malware
6.167,0.589,0.027,0.087,0.315,1.87,0.047,0.696,0.0,0.0,-1.0,0.813,malware
2.5,0.975,0.96,57.333,0.017,58.267,0.984,0.667,0.144,0.148,0.15,0.864,spam
7.6,0.689,0.108,0.5,0.216,3.188,0.157,0.438,0.0,0.0,0.0,0.789,spam
3.0,0.447,0.132,0.357,0.368,1.214,0.294,0.643,0.079,0.188,0.6,0.887,Defacement
5.0,0.58,0.04,0.143,0.28,2.071,0.069,0.286,0.0,0.0,-1.0,0.709,Defacement
3.923,0.79,0.025,0.2,0.124,6.4,0.031,0.7,0.099,0.0,-1.0,0.94,benign
4.5,0.79,0.5,4.222,0.118,6.667,0.633,0.778,0.145,0.208,0.29,1.0,phishing
4.6,0.743,0.027,0.167,0.162,4.583,0.036,0.75,0.0,0.0,-1.0,0.843,malware
4.778,0.63,0.025,0.087,0.284,2.217,0.039,0.696,0.0,0.0,-1.0,0.813,malware
3.0,0.865,0.805,7.379,0.109,7.931,0.93,0.897,0.109,0.13,0.136,0.745,Defacement
3.667,0.774,0.582,3.269,0.178,4.346,0.752,0.5,0.219,0.549,0.067,0.791,spam
2.455,0.696,0.145,0.714,0.203,3.429,0.208,0.714,0.203,-1.0,0.4,0.747,malware
6.091,0.857,0.022,0.333,0.066,13.0,0.026,0.667,0.099,0.0,-1.0,1.0,malware
5.714,0.708,0.031,0.167,0.185,3.833,0.044,0.75,0.108,1.0,-1.0,0.861,benign
3.5,0.65,0.47,1.679,0.28,2.321,0.723,0.643,0.04,0.07,0.085,0.769,Defacement
21.8,0.843,0.015,0.143,0.105,8.071,0.018,0.5,0.134,0.148,-1.0,0.873,malware
3.333,0.633,0.033,0.133,0.25,2.533,0.053,0.8,0.05,0.0,-1.0,0.795,benign
3.75,0.709,0.524,2.348,0.223,3.174,0.74,0.783,0.204,0.318,0.389,0.808,spam
1.0,0.682,0.606,2.857,0.212,3.214,0.889,0.571,0.076,0.024,0.025,0.723,malware
8.111,0.73,0.018,0.087,0.207,3.522,0.025,0.696,0.189,0.0,-1.0,0.804,phishing
4.25,0.901,0.792,12.667,0.063,14.417,0.879,0.75,0.396,0.46,0.493,0.907,phishing
3.667,0.768,0.57,3.115,0.183,4.192,0.743,0.5,0.225,0.596,0.073,0.791,spam
2.667,0.781,0.684,4.333,0.158,4.944,0.876,0.333,0.228,0.296,0.333,0.857,Defacement
2.667,0.698,0.491,2.889,0.17,4.111,0.703,0.778,0.189,0.194,0.269,0.86,benign
5.571,0.652,0.029,0.118,0.246,2.647,0.044,0.412,0.087,0.5,-1.0,0.834,Defacement
4.0,0.722,0.389,1.944,0.2,3.611,0.539,0.611,0.022,0.031,0.057,0.883,Defacement
3.1,0.702,0.035,0.2,0.175,4.0,0.05,0.7,0.07,0.129,-1.0,0.819,benign
2.667,0.826,0.73,6.462,0.113,7.308,0.884,0.539,0.078,0.085,0.095,0.834,spam
16.6,0.793,0.018,0.125,0.144,5.5,0.023,0.563,0.378,0.656,-1.0,0.82,phishing
2.667,0.786,0.702,4.381,0.16,4.905,0.893,0.524,0.053,0.069,0.076,0.832,Defacement
3.5,0.575,0.192,0.692,0.277,2.077,0.333,0.462,0.085,0.154,0.444,0.751,Defacement
3.5,0.827,0.643,6.3,0.102,8.1,0.778,0.5,0.122,0.133,0.159,0.88,spam
5.6,0.615,0.039,0.154,0.25,2.462,0.063,0.846,0.212,0.355,-1.0,0.86,benign
4.571,0.802,0.021,0.167,0.125,6.417,0.026,0.75,0.0,0.0,-1.0,1.0,benign
5.25,0.721,0.029,0.167,0.177,4.083,0.041,0.75,0.103,1.0,-1.0,0.861,benign
3.889,0.717,0.033,0.2,0.167,4.3,0.047,0.8,0.017,0.033,-1.0,0.88,phishing
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
3.5,0.436,0.051,0.133,0.385,1.133,0.118,0.333,0.0,0.0,-1.0,0.77,phishing
3.2,0.621,0.03,0.111,0.273,2.278,0.049,0.667,0.0,0.0,-1.0,0.84,Defacement
2.889,0.607,0.036,0.133,0.268,2.267,0.059,0.8,0.089,1.0,-1.0,0.898,benign
3.7,0.663,0.116,0.455,0.256,2.591,0.175,0.864,0.0,0.0,0.0,0.752,phishing
6.111,0.778,0.025,0.182,0.136,5.727,0.032,0.455,0.185,0.269,-1.0,0.823,malware
2.909,0.671,0.057,0.25,0.229,2.938,0.085,0.688,0.071,0.0,0.0,0.844,spam
6.857,0.806,0.03,0.333,0.09,9.0,0.037,0.667,0.06,0.16,-1.0,1.0,benign
4.25,0.5,0.05,0.154,0.325,1.539,0.1,0.769,0.05,0.143,-1.0,0.917,phishing
5.333,0.697,0.121,0.615,0.197,3.539,0.174,0.769,0.121,0.229,1.0,0.958,benign
4.6,0.687,0.269,1.286,0.209,3.286,0.391,0.714,0.09,0.0,0.0,0.747,malware
3.333,0.68,0.027,0.118,0.227,3.0,0.039,0.353,0.013,0.077,-1.0,0.788,spam
4.889,0.776,0.03,0.25,0.119,6.5,0.039,0.625,0.0,0.0,-1.0,0.917,benign
